Date,Brand,Media,Investment,NumVisits,NumUniqueVisits,GrossSalesEstimate,GrossSalesPlaced,GrossSalesApproved,QtyOrdersPlaced,QtyOrdersApproved
2015-08-04 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-07 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-02 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-06 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-01 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-08 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-29 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-31 00:00:00,2,8,0.0,28,14,0.0,0.0,0.0,0,0
2015-08-13 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-11 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-12 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-10 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-08-28 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-30 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-29 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-27 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-25 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-21 00:00:00,2,8,0.0,14,0,0.0,0.0,0.0,0,0
2015-11-18 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-28 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-16 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-14 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-24 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-20 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-19 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-15 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-22 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-23 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-10 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-02 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-12 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-09 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-01 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
2015-11-11 00:00:00,2,8,0.0,0,0,0.0,0.0,0.0,0,0
